delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_difference_hours
271,ekart,pharmacy,bike,standard,north,stormy,235.9,46.05,11,24,no,delivered,3,1317.65,-13
272,delhivery,pharmacy,truck,express,south,cold,161.3,41.74,5,5,no,delivered,3,981.72,0
273,blue dart,cosmetics,scooter,express,central,foggy,192.2,4.85,7,5,yes,delayed,2,1025.55,2
274,ecom express,electronics,ev bike,two day,west,rainy,293.0,48.5,9,16,no,delivered,5,1610.5,-7
275,dhl,cosmetics,truck,same day,west,foggy,290.2,15.21,11,8,yes,delayed,3,1596.63,3
276,fedex,fragile items,ev bike,standard,east,hot,297.1,10.39,5,24,no,delivered,4,1523.17,-19
277,fedex,cosmetics,ev van,express,east,clear,5.9,49.52,1,2,no,delivered,4,228.09,-1
278,amazon logistics,furniture,ev bike,same day,west,stormy,191.2,5.3,8,8,yes,delayed,3,1071.9,0
279,delhivery,electronics,ev van,same day,west,foggy,223.8,32.15,8,8,yes,delayed,2,1315.45,0
280,delhivery,furniture,ev bike,two day,east,cold,31.8,46.64,2,16,no,delivered,5,298.92,-14
281,ekart,pharmacy,truck,standard,central,foggy,109.6,49.52,5,24,no,delivered,5,696.68,-19
282,fedex,pharmacy,van,two day,south,stormy,50.4,43.7,9,16,no,delivered,5,383.1,-7
283,xpressbees,pharmacy,van,two day,south,hot,116.0,45.04,3,16,no,delivered,4,715.12,-13
284,fedex,furniture,van,standard,west,hot,132.9,24.05,3,24,no,delivered,5,736.65,-21
285,dhl,furniture,truck,same day,west,clear,54.3,47.84,2,8,no,delivered,5,515.02,-6
286,ecom express,documents,ev bike,same day,east,foggy,149.3,9.87,6,8,no,delivered,3,876.11,-2
287,blue dart,pharmacy,van,two day,central,clear,57.1,12.91,4,16,no,delivered,5,324.23,-12
288,shadowfax,documents,truck,standard,central,clear,276.8,10.69,12,24,no,delivered,4,1416.07,-12
289,fedex,furniture,van,standard,south,foggy,51.7,34.82,5,24,no,delivered,5,362.96,-19
290,fedex,groceries,truck,two day,west,foggy,154.3,1.91,4,16,no,delivered,5,777.23,-12
291,amazon logistics,cosmetics,ev bike,standard,central,hot,103.9,11.4,4,24,no,delivered,5,553.7,-20
292,ekart,automobile parts,van,express,central,hot,127.4,22.72,6,4,yes,delayed,2,755.16,2
293,ecom express,pharmacy,van,express,east,cold,117.4,18.36,3,4,no,delivered,4,692.08,-1
294,ekart,clothing,scooter,same day,west,rainy,293.6,0.67,10,8,yes,failed,1,1569.17,2
295,fedex,cosmetics,van,express,west,stormy,199.4,11.71,8,5,yes,delayed,2,1082.13,3
296,fedex,documents,van,two day,central,clear,15.6,2.87,1,16,no,delivered,5,95.6674,-15
297,amazon logistics,electronics,bike,standard,south,foggy,250.7,11.8,7,24,no,delivered,4,1288.9,-17
298,dhl,clothing,ev van,same day,north,clear,164.1,25.8,2,8,no,delivered,5,997.9,-6
299,ekart,automobile parts,ev van,same day,west,cold,35.8,18.21,3,8,no,delivered,4,333.63,-5
300,delhivery,groceries,scooter,same day,west,stormy,142.0,41.28,6,8,no,delivered,5,933.84,-2
301,dhl,clothing,ev van,standard,central,clear,40.9,19.04,2,24,no,delivered,5,261.62,-22
302,amazon logistics,clothing,scooter,express,north,foggy,167.7,20.09,7,5,yes,delayed,3,948.77,2
303,delhivery,pharmacy,van,two day,north,hot,111.8,15.89,3,16,no,delivered,4,606.67,-13
304,ecom express,cosmetics,bike,same day,east,hot,21.0,8.0,0,8,no,delivered,4,229.0,-8
305,fedex,groceries,truck,standard,west,hot,196.4,10.26,4,24,no,delivered,3,1012.78,-20
306,blue dart,electronics,van,same day,central,stormy,70.8,46.37,8,8,yes,delayed,2,593.11,0
307,ekart,groceries,scooter,two day,west,cold,230.1,25.52,8,16,no,delivered,4,1227.06,-8
308,fedex,pharmacy,scooter,two day,west,cold,271.2,45.63,9,16,no,delivered,5,1492.89,-7
309,ekart,clothing,ev van,standard,south,foggy,73.6,30.03,4,24,no,delivered,3,458.09,-20
310,delhivery,documents,ev bike,standard,east,cold,92.4,17.36,1,24,no,delivered,4,514.08,-23
311,shadowfax,electronics,bike,standard,north,hot,14.9,49.46,1,24,no,delivered,5,222.88,-23
312,xpressbees,furniture,bike,express,west,clear,145.0,3.55,5,4,yes,delayed,3,785.65,1
313,blue dart,clothing,bike,two day,north,hot,252.2,46.23,9,16,no,delivered,4,1399.69,-7
314,ekart,clothing,scooter,express,north,rainy,33.9,21.07,4,2,yes,delayed,2,282.71,2
315,ekart,clothing,ev bike,two day,north,cold,51.2,39.62,2,16,no,delivered,5,374.86,-14
316,shadowfax,cosmetics,bike,standard,central,rainy,223.6,40.23,12,24,no,delivered,5,1238.69,-12
317,xpressbees,furniture,scooter,two day,north,foggy,191.8,15.48,6,16,no,delivered,3,1005.44,-10
318,xpressbees,automobile parts,bike,two day,south,cold,60.6,4.14,2,16,no,delivered,3,315.42,-14
319,ecom express,groceries,truck,two day,central,hot,52.2,39.45,1,16,no,delivered,4,379.35,-15
320,xpressbees,clothing,ev bike,same day,north,clear,22.1,36.84,3,8,no,delivered,5,321.02,-5
321,ekart,clothing,truck,same day,east,cold,6.3,13.42,1,8,no,delivered,4,171.76,-7
322,delhivery,automobile parts,ev van,standard,north,foggy,127.4,42.36,8,24,no,delivered,4,764.08,-16
323,shadowfax,pharmacy,ev bike,two day,east,stormy,33.2,27.73,7,16,no,delivered,5,249.19,-9
324,ecom express,documents,ev bike,same day,central,clear,88.3,38.22,4,8,no,delivered,5,656.16,-4
325,ecom express,pharmacy,scooter,same day,south,clear,262.3,23.86,6,8,no,delivered,5,1483.08,-2
326,ekart,pharmacy,ev van,express,east,foggy,15.8,4.79,1,2,no,delivered,4,143.37,-1
327,ekart,clothing,truck,standard,central,foggy,239.2,4.47,8,24,no,delivered,5,1209.41,-16
328,delhivery,cosmetics,bike,same day,east,clear,115.1,33.73,5,8,no,delivered,3,776.69,-3
329,blue dart,clothing,bike,same day,central,clear,124.2,49.52,6,8,no,delivered,4,870.85,-2
330,fedex,clothing,ev van,standard,south,hot,291.8,38.8,7,24,no,delivered,4,1575.4,-17
331,fedex,cosmetics,scooter,two day,south,stormy,171.0,23.14,12,16,no,delivered,5,924.42,-4
332,dhl,furniture,van,standard,north,stormy,12.0,43.81,5,24,no,delivered,5,191.43,-19
333,ekart,clothing,ev bike,same day,south,stormy,238.4,24.39,11,8,yes,delayed,3,1365.17,3
334,amazon logistics,electronics,ev bike,standard,north,cold,166.8,28.47,4,24,no,delivered,5,919.41,-20
335,fedex,pharmacy,bike,two day,east,foggy,233.3,16.84,7,16,no,delivered,5,1217.02,-9
336,amazon logistics,cosmetics,truck,express,north,cold,46.2,34.0,2,2,no,delivered,4,383.0,0
337,ecom express,clothing,ev van,express,north,rainy,79.5,28.58,7,3,yes,delayed,3,533.24,4
338,ekart,groceries,van,same day,east,hot,273.2,47.03,9,8,yes,delayed,2,1607.09,1
339,blue dart,groceries,truck,two day,west,stormy,129.5,19.91,9,16,no,delivered,3,707.23,-7
340,ecom express,automobile parts,scooter,same day,north,rainy,153.7,24.73,6,8,no,delivered,4,942.69,-2
341,shadowfax,fragile items,ev bike,same day,west,clear,193.3,8.82,4,8,no,delivered,4,1092.96,-4
342,ekart,documents,bike,standard,east,clear,159.0,38.64,8,24,no,delivered,5,910.92,-16
343,shadowfax,furniture,truck,two day,north,stormy,225.4,49.16,12,16,no,delivered,5,1274.48,-4
344,fedex,automobile parts,van,same day,east,clear,67.7,48.92,5,8,no,delivered,3,585.26,-3
345,ecom express,groceries,truck,standard,central,stormy,276.3,23.98,13,24,no,delivered,4,1453.44,-11
346,ekart,clothing,van,express,east,hot,17.1,26.57,1,2,no,delivered,5,215.21,-1
347,ecom express,documents,ev van,same day,central,hot,150.4,15.12,5,8,no,delivered,5,897.36,-3
348,ecom express,pharmacy,ev van,two day,central,clear,297.1,48.54,7,16,no,delivered,5,1632.7206,-9
349,blue dart,automobile parts,scooter,same day,south,clear,198.0,5.95,7,8,no,delivered,4,1107.85,-1
350,blue dart,documents,bike,express,north,rainy,145.2,38.94,7,4,yes,delayed,3,892.82,3
351,fedex,electronics,van,express,west,foggy,285.8,28.09,8,7,yes,delayed,2,1563.27,1
352,delhivery,clothing,truck,same day,east,clear,24.3,32.34,1,8,no,delivered,5,318.52,-7
353,ekart,groceries,ev bike,two day,south,foggy,127.3,31.7,6,16,no,delivered,4,731.6,-10
354,dhl,electronics,truck,same day,north,clear,271.2,21.93,8,8,yes,delayed,3,1521.79,0
355,ecom express,electronics,truck,two day,north,clear,204.4,26.11,6,16,no,delivered,4,1100.33,-10
356,ecom express,pharmacy,bike,same day,central,foggy,111.2,34.93,5,8,no,delivered,4,760.79,-3
357,blue dart,fragile items,ev bike,express,north,stormy,293.3,47.56,15,7,yes,delayed,3,1632.7206,8
358,ecom express,documents,scooter,express,central,foggy,228.0,20.54,8,6,yes,delayed,3,1251.62,2
359,delhivery,furniture,van,express,south,hot,293.2,22.4,6,7,no,delivered,4,1583.2,-1
360,xpressbees,pharmacy,van,standard,north,rainy,175.5,8.95,9,24,no,delivered,4,904.35,-15
361,amazon logistics,cosmetics,bike,same day,east,clear,3.6,33.73,1,8,no,delivered,5,218.19,-7
362,ecom express,automobile parts,van,standard,north,cold,291.6,45.93,7,24,no,delivered,4,1595.79,-17
363,ekart,fragile items,van,two day,south,foggy,247.4,26.71,7,16,no,delivered,5,1317.13,-9
364,ecom express,documents,scooter,two day,north,stormy,165.5,12.13,13,16,no,delivered,4,863.89,-3
365,blue dart,automobile parts,scooter,express,north,hot,49.1,23.26,3,2,yes,delayed,2,365.28,1
366,fedex,electronics,bike,same day,north,rainy,264.4,23.82,10,8,yes,delayed,3,1493.46,2
367,fedex,automobile parts,ev van,standard,central,clear,191.6,12.02,6,24,no,delivered,4,994.06,-18
368,ekart,clothing,scooter,same day,north,cold,3.6,27.96,1,8,no,delivered,4,193.38,-7
369,delhivery,clothing,ev van,two day,south,hot,148.6,30.89,6,16,no,delivered,3,835.67,-10
370,xpressbees,clothing,ev van,same day,north,stormy,294.7,12.88,11,8,yes,failed,1,1612.14,3
371,dhl,clothing,van,two day,north,cold,176.2,22.79,6,16,no,delivered,5,949.37,-10
372,shadowfax,furniture,ev bike,standard,north,foggy,213.5,32.62,8,24,no,delivered,5,1165.36,-16
373,dhl,pharmacy,scooter,two day,north,clear,197.8,45.41,6,16,no,delivered,4,1125.23,-10
374,dhl,cosmetics,scooter,express,north,hot,156.1,4.66,7,5,yes,delayed,3,844.48,2
375,amazon logistics,electronics,ev van,standard,east,hot,207.9,44.9,6,24,no,delivered,4,1174.2,-18
376,delhivery,documents,truck,same day,south,foggy,59.5,6.85,4,8,no,delivered,3,418.05,-4
377,xpressbees,clothing,ev bike,same day,north,rainy,102.0,24.77,5,8,no,delivered,4,684.31,-3
378,xpressbees,clothing,ev van,standard,south,hot,266.9,44.04,8,24,no,delivered,3,1466.62,-16
379,dhl,cosmetics,bike,express,east,clear,81.7,46.02,4,3,yes,delayed,2,596.56,1
380,ekart,pharmacy,scooter,two day,east,clear,125.6,39.58,2,16,no,delivered,4,746.74,-14
381,delhivery,clothing,ev van,standard,north,cold,31.9,4.86,1,24,no,delivered,3,174.08,-23
382,ecom express,documents,bike,standard,central,rainy,279.2,15.87,11,24,no,delivered,3,1443.61,-13
383,ecom express,automobile parts,van,two day,south,hot,81.5,9.82,3,16,no,delivered,4,436.96,-13
384,ekart,pharmacy,bike,same day,south,stormy,174.7,26.14,13,8,yes,delayed,3,1051.92,5
385,delhivery,documents,scooter,express,east,cold,120.2,19.66,3,4,no,delivered,3,709.98,-1
386,blue dart,automobile parts,scooter,express,south,cold,104.7,45.94,5,4,yes,delayed,3,711.32,1
387,delhivery,clothing,scooter,two day,west,foggy,51.3,12.1,2,16,no,delivered,5,292.8,-14
388,amazon logistics,documents,ev bike,two day,central,hot,297.1,42.42,9,16,no,delivered,3,1621.26,-7
389,ecom express,cosmetics,scooter,standard,central,clear,87.5,18.02,3,24,no,delivered,3,491.56,-21
390,blue dart,furniture,ev bike,two day,south,cold,119.5,43.59,4,16,no,delivered,4,728.27,-12
391,xpressbees,electronics,ev van,express,north,cold,58.6,13.04,4,3,yes,delayed,3,382.12,1
392,blue dart,fragile items,truck,express,north,rainy,188.6,21.04,11,5,yes,delayed,2,1056.12,6
393,dhl,documents,truck,express,south,stormy,26.8,19.35,7,2,yes,delayed,3,242.05,5
394,shadowfax,cosmetics,van,express,west,cold,199.2,38.15,6,5,yes,delayed,2,1160.45,1
395,xpressbees,groceries,ev bike,same day,east,rainy,151.4,31.11,9,8,yes,delayed,3,950.33,1
396,amazon logistics,cosmetics,ev bike,two day,south,clear,194.6,47.14,9,16,no,delivered,4,1114.42,-7
397,delhivery,automobile parts,ev van,standard,north,cold,3.6,8.13,1,24,no,delivered,5,95.6674,-23
398,blue dart,cosmetics,scooter,same day,east,rainy,202.4,49.52,11,8,yes,delayed,2,1262.0,3
399,ekart,automobile parts,ev bike,standard,central,clear,14.7,4.68,2,24,no,delivered,3,95.6674,-22
400,ekart,furniture,bike,standard,west,foggy,275.3,26.86,7,24,no,delivered,4,1457.08,-17
401,ecom express,electronics,van,express,south,foggy,238.2,10.53,8,6,yes,delayed,3,1272.59,2
402,xpressbees,furniture,bike,two day,east,rainy,38.0,24.15,4,16,no,delivered,5,262.45,-12
403,ekart,furniture,truck,express,east,cold,167.3,38.22,5,5,no,delivered,4,1001.16,0
404,ecom express,cosmetics,ev van,express,central,clear,287.1,24.05,11,7,yes,failed,2,1557.65,4
405,fedex,documents,ev bike,two day,south,cold,73.5,42.84,3,16,no,delivered,5,496.02,-13
406,fedex,cosmetics,ev bike,express,south,stormy,22.7,35.35,4,2,yes,delayed,3,269.55,2
407,dhl,groceries,truck,two day,east,rainy,127.3,25.67,6,16,no,delivered,5,713.51,-10
408,blue dart,cosmetics,truck,two day,north,foggy,42.3,47.15,5,16,no,delivered,4,352.95,-11
409,ecom express,groceries,bike,same day,central,clear,233.5,40.49,11,8,yes,delayed,2,1388.97,3
410,delhivery,groceries,ev bike,two day,south,cold,273.7,47.53,6,16,no,delivered,3,1511.09,-10
411,blue dart,clothing,ev bike,two day,central,hot,135.4,27.11,5,16,no,delivered,5,758.33,-11
412,ekart,fragile items,bike,standard,east,cold,297.1,46.75,9,24,no,delivered,3,1632.7206,-15
413,ekart,electronics,truck,standard,west,clear,57.8,7.31,2,24,no,delivered,4,310.93,-22
414,blue dart,documents,van,express,west,cold,275.4,46.96,11,7,yes,delayed,3,1567.88,4
415,delhivery,groceries,truck,same day,west,hot,97.7,25.56,4,8,no,delivered,3,665.18,-4
416,xpressbees,clothing,ev bike,express,west,stormy,270.7,0.67,15,7,yes,delayed,2,1404.79,8
417,ecom express,automobile parts,scooter,same day,west,stormy,271.4,40.57,10,8,yes,delayed,2,1578.71,2
418,blue dart,groceries,ev van,two day,south,rainy,105.3,44.66,5,16,no,delivered,4,660.48,-11
419,ekart,documents,van,standard,north,stormy,7.1,28.02,3,24,no,delivered,4,119.56,-21
420,fedex,documents,truck,two day,central,cold,91.5,22.4,2,16,no,delivered,5,524.7,-14
421,ecom express,clothing,bike,express,central,hot,131.5,43.96,3,4,no,delivered,3,839.38,-1
422,xpressbees,pharmacy,bike,two day,south,foggy,295.2,2.76,9,16,no,delivered,4,1484.28,-7
423,xpressbees,furniture,scooter,same day,north,stormy,207.2,42.44,12,8,yes,delayed,3,1263.32,4
424,shadowfax,documents,ev van,standard,central,foggy,190.8,35.44,6,24,no,delivered,4,1060.32,-18
425,dhl,fragile items,scooter,two day,north,foggy,193.9,30.19,5,16,no,delivered,4,1060.07,-11
426,blue dart,pharmacy,van,standard,north,stormy,119.5,29.41,10,24,no,delivered,5,685.73,-14
427,amazon logistics,groceries,ev van,express,central,foggy,207.2,13.92,5,6,no,delivered,5,1127.76,-1
428,amazon logistics,furniture,scooter,same day,west,stormy,84.6,10.04,6,8,no,delivered,4,553.12,-2
429,delhivery,pharmacy,ev bike,two day,west,cold,225.9,29.22,4,16,no,delivered,3,1217.16,-12
430,xpressbees,clothing,bike,standard,west,clear,195.9,17.75,6,24,no,delivered,3,1032.75,-18
431,delhivery,fragile items,bike,same day,west,foggy,224.2,13.03,10,8,yes,failed,1,1260.09,2
432,xpressbees,documents,bike,standard,east,rainy,46.3,28.81,5,24,no,delivered,4,317.93,-19
433,amazon logistics,electronics,bike,express,west,clear,166.1,27.21,6,5,yes,delayed,2,962.13,1
434,blue dart,furniture,truck,express,west,clear,58.3,16.4,1,3,no,delivered,4,390.7,-2
435,dhl,fragile items,bike,express,south,foggy,94.2,32.09,5,3,yes,failed,1,617.27,2
436,blue dart,cosmetics,truck,same day,east,clear,237.8,2.59,7,8,no,delivered,5,1296.77,-1
437,shadowfax,documents,truck,same day,south,hot,125.8,45.59,4,8,no,delivered,4,865.77,-4
438,ecom express,groceries,scooter,same day,west,foggy,15.9,7.17,3,8,no,delivered,5,201.01,-5
439,delhivery,pharmacy,bike,standard,north,rainy,267.7,44.08,15,24,no,delivered,5,1470.74,-9
440,dhl,documents,bike,two day,central,cold,33.1,22.89,1,16,no,delivered,4,234.17,-15
441,ecom express,fragile items,bike,same day,south,stormy,149.7,38.51,11,8,yes,delayed,2,964.03,3
442,ekart,documents,truck,standard,north,hot,143.1,32.12,2,24,no,delivered,4,811.86,-22
443,blue dart,clothing,ev van,two day,north,hot,120.3,27.16,6,16,no,delivered,5,682.98,-10
444,fedex,electronics,van,two day,east,rainy,3.6,43.43,3,16,no,delivered,4,143.29,-13
445,fedex,cosmetics,truck,same day,south,stormy,77.0,8.6,6,8,no,delivered,3,510.8,-2
446,shadowfax,electronics,scooter,express,west,clear,47.5,49.39,2,2,no,delivered,5,435.67,0
447,ekart,fragile items,bike,two day,east,stormy,49.9,40.86,7,16,no,delivered,5,372.08,-9
448,ecom express,automobile parts,scooter,express,south,cold,38.8,46.55,2,2,no,delivered,5,383.65,0
449,fedex,clothing,van,same day,south,rainy,247.4,48.42,9,8,yes,delayed,2,1482.26,1
450,ekart,electronics,ev van,same day,south,hot,31.2,9.96,1,8,no,delivered,4,285.88,-7
451,ecom express,automobile parts,scooter,same day,west,clear,100.6,48.61,4,8,no,delivered,5,748.83,-4
452,ecom express,clothing,ev van,two day,north,stormy,174.4,28.69,9,16,no,delivered,5,958.07,-7
453,fedex,groceries,truck,standard,central,clear,13.2,29.97,1,24,no,delivered,4,155.91,-23
454,delhivery,fragile items,van,standard,south,cold,158.0,14.34,3,24,no,delivered,5,833.02,-21
455,shadowfax,clothing,truck,same day,north,foggy,139.7,9.7,6,8,no,delivered,4,827.6,-2
456,fedex,pharmacy,ev bike,two day,west,cold,257.6,8.83,7,16,no,delivered,5,1314.49,-9
457,blue dart,groceries,ev bike,express,west,cold,35.7,1.78,1,2,no,delivered,5,233.84,-1
458,shadowfax,groceries,ev van,same day,west,clear,18.5,18.34,3,8,no,delivered,3,247.52,-5
459,amazon logistics,automobile parts,truck,two day,south,stormy,45.0,41.0,9,16,no,delivered,4,348.0,-7
460,delhivery,pharmacy,bike,same day,north,stormy,143.4,36.95,8,8,yes,delayed,2,927.85,0
461,xpressbees,documents,van,standard,central,foggy,32.4,1.8,5,24,no,delivered,5,167.4,-19
462,blue dart,automobile parts,ev van,two day,east,hot,185.1,40.6,6,16,no,delivered,3,1047.3,-10
463,xpressbees,pharmacy,scooter,two day,east,foggy,238.2,27.95,7,16,no,delivered,5,1274.85,-9
464,dhl,electronics,van,same day,south,cold,167.1,14.89,7,8,no,delivered,3,980.17,-1
465,delhivery,groceries,truck,same day,west,stormy,108.2,24.92,7,8,no,delivered,4,715.76,-1
466,ecom express,documents,truck,same day,central,foggy,134.6,1.15,8,8,yes,delayed,3,776.45,0
467,blue dart,pharmacy,ev van,same day,west,cold,73.5,22.24,4,8,no,delivered,4,534.22,-4
468,shadowfax,fragile items,truck,express,west,hot,255.8,14.6,10,7,yes,failed,1,1372.8,3
469,blue dart,electronics,bike,same day,west,rainy,97.7,30.76,8,8,yes,failed,2,680.78,0
470,ecom express,fragile items,scooter,same day,north,foggy,257.7,39.95,13,8,yes,failed,1,1508.35,5
471,xpressbees,automobile parts,truck,two day,east,clear,289.8,26.78,8,16,no,delivered,3,1529.34,-8
472,amazon logistics,automobile parts,ev bike,two day,south,foggy,77.4,31.25,4,16,no,delivered,5,480.75,-12
473,dhl,pharmacy,truck,same day,east,stormy,257.5,48.95,14,8,yes,delayed,2,1534.35,6
474,fedex,documents,ev bike,two day,central,stormy,251.1,36.65,10,16,no,delivered,3,1365.45,-6
475,shadowfax,clothing,scooter,express,central,hot,183.8,10.06,6,5,yes,delayed,2,999.18,1
476,amazon logistics,automobile parts,bike,two day,east,rainy,250.3,48.18,8,16,no,delivered,5,1396.04,-8
477,amazon logistics,groceries,ev van,express,north,foggy,128.2,12.63,5,4,yes,delayed,2,728.89,1
478,delhivery,groceries,truck,two day,south,hot,181.3,24.66,5,16,no,delivered,5,980.48,-11
479,shadowfax,cosmetics,ev bike,express,west,hot,122.3,41.41,3,4,no,delivered,5,785.73,-1
480,delhivery,cosmetics,ev van,same day,east,foggy,297.1,26.02,13,8,yes,failed,1,1632.7206,5
481,ekart,fragile items,scooter,standard,east,hot,160.0,40.3,6,24,no,delivered,4,920.9,-18
482,amazon logistics,fragile items,ev van,two day,south,cold,71.9,31.14,4,16,no,delivered,4,452.92,-12
483,ekart,fragile items,van,express,central,foggy,201.4,39.58,10,6,yes,delayed,3,1175.74,4
484,amazon logistics,clothing,truck,standard,central,hot,227.7,17.83,7,24,no,delivered,4,1191.99,-17
485,fedex,clothing,van,express,west,rainy,258.5,48.86,10,7,yes,delayed,2,1489.08,3
486,ekart,clothing,scooter,express,central,stormy,4.8,23.18,5,2,yes,delayed,3,143.54,3
487,dhl,pharmacy,ev van,standard,north,rainy,224.4,26.14,12,24,no,delivered,5,1200.42,-12
